Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,MP
Santiago Bueno,uy URU,DF,24.0,,9,822.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,EPL,Wolverhampton Wanderers,12.0
Boubacar Traoré,ml MLI,MF,21.0,,7,819.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,0.7,9.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,EPL,Wolverhampton Wanderers,24.0
Hugo Bueno,es ESP,"DF,MF",20.0,,7,741.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.8,1.0,22.0,8.0,40.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,Matches,EPL,Wolverhampton Wanderers,22.0
Daniel Bentley,eng ENG,GK,30.0,,3,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,5.0
Fábio Silva,pt POR,FW,21.0,,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42,Matches,EPL,Wolverhampton Wanderers,8.0
Matheus Nunes,pt POR,MF,24.0,,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,EPL,Wolverhampton Wanderers,2.0
Leon Chiwome,eng ENG,FW,17.0,,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,EPL,Wolverhampton Wanderers,3.0
Nathan Fraser,ie IRL,FW,18.0,,1,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.19,0.16,0.19,Matches,EPL,Wolverhampton Wanderers,7.0
Sasa Kalajdzic,at AUT,FW,26.0,,1,166.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.0,1.0,5.0,9.0,1.08,0.0,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09,Matches,EPL,Wolverhampton Wanderers,11.0
Tawanda Chirewa,zw ZIM,"MF,FW",19.0,,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches,EPL,Wolverhampton Wanderers,8.0
Jonny Castro,es ESP,MF,29.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,1.0
Enso Gonzalez,py PAR,"MF,DF",18.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,1.0
Ty Barnett,eng ENG,FW,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Harvey Griffiths,eng ENG,MF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Owen Hesketh,wls WAL,MF,20.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Joseph Hodge,ie IRL,MF,20.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Fletcher Holman,eng ENG,FW,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Justin Hubner,id IDN,DF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Tom King,wls WAL,GK,28.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Noha Lemina,fr FRA,FW,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Yerson Mosquera,co COL,DF,22.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Temple Ojinnaka,it ITA,MF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Wesley Okoduwa,eng ENG,FW,15.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Matthew Whittingham,eng ENG,MF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,EPL,Wolverhampton Wanderers,0.0
Éderson,br BRA,MF,24.0,,32,2869.0,31.9,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,3.5,3.5,1.4,4.9,32.0,214.0,50.0,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15,Matches,Serie A,Atalanta,36.0
Berat Djimsiti,al ALB,DF,30.0,,32,2832.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.7,1.5,6.0,79.0,10.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,Matches,Serie A,Atalanta,37.0
Giorgio Scalvini,it ITA,DF,19.0,,31,2544.0,28.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.1,2.5,30.0,116.0,33.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,Matches,Serie A,Atalanta,33.0
Teun Koopmeiners,nl NED,MF,25.0,,29,2627.0,29.2,12.0,5.0,17.0,10.0,2.0,2.0,5.0,0.0,6.5,5.0,5.9,10.9,79.0,169.0,190.0,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,Matches,Serie A,Atalanta,34.0
Marten de Roon,nl NED,"MF,DF",32.0,,29,2599.0,28.9,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.6,0.6,1.2,1.8,28.0,178.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06,Matches,Serie A,Atalanta,30.0
Matteo Ruggeri,it ITA,DF,21.0,,28,2449.0,27.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.8,2.3,55.0,142.0,132.0,0.0,0.15,0.15,0.0,0.15,0.02,0.07,0.08,0.02,0.08,Matches,Serie A,Atalanta,34.0
Marco Carnesecchi,it ITA,GK,23.0,,27,2425.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,27.0
Sead Kolašinac,ba BIH,DF,30.0,,25,2178.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.1,2.4,32.0,94.0,30.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,Matches,Serie A,Atalanta,30.0
Charles De Ketelaere,be BEL,"FW,MF",22.0,,25,2026.0,22.5,10.0,8.0,18.0,9.0,1.0,1.0,1.0,0.0,7.1,6.3,6.1,12.4,88.0,126.0,219.0,0.44,0.36,0.8,0.4,0.76,0.31,0.27,0.59,0.28,0.55,Matches,Serie A,Atalanta,35.0
Mario Pašalić,hr CRO,MF,28.0,,23,2051.0,22.8,6.0,6.0,12.0,4.0,2.0,2.0,3.0,0.0,7.1,5.5,4.1,9.6,48.0,129.0,74.0,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42,Matches,Serie A,Atalanta,34.0
Davide Zappacosta,it ITA,DF,31.0,,23,1867.0,20.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,1.4,3.7,67.0,78.0,132.0,0.1,0.05,0.14,0.1,0.14,0.11,0.07,0.18,0.11,0.18,Matches,Serie A,Atalanta,31.0
Ademola Lookman,ng NGA,"FW,MF",25.0,,22,1894.0,21.0,11.0,7.0,18.0,11.0,0.0,0.0,4.0,0.0,9.1,9.1,5.2,14.3,72.0,97.0,222.0,0.52,0.33,0.86,0.52,0.86,0.43,0.25,0.68,0.43,0.68,Matches,Serie A,Atalanta,31.0
Gianluca Scamacca,it ITA,FW,24.0,,17,1453.0,16.1,12.0,6.0,18.0,12.0,0.0,0.0,1.0,0.0,6.5,6.5,3.9,10.5,22.0,41.0,167.0,0.74,0.37,1.11,0.74,1.11,0.4,0.24,0.65,0.4,0.65,Matches,Serie A,Atalanta,29.0
Aleksei Miranchuk,ru RUS,"MF,FW",27.0,,12,1176.0,13.1,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,5.4,5.4,4.1,9.5,41.0,75.0,122.0,0.23,0.38,0.61,0.23,0.61,0.41,0.31,0.72,0.41,0.72,Matches,Serie A,Atalanta,27.0
Emil Holm,se SWE,DF,23.0,,12,947.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.7,2.7,0.8,3.6,28.0,27.0,80.0,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34,Matches,Serie A,Atalanta,22.0
Juan Musso,ar ARG,GK,29.0,,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,11.0
Hans Hateboer,nl NED,DF,29.0,,10,1113.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,2.0,2.4,19.0,42.0,71.0,0.0,0.08,0.08,0.0,0.08,0.03,0.16,0.19,0.03,0.19,Matches,Serie A,Atalanta,23.0
Rafael Tolói,it ITA,DF,32.0,,10,965.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,0.1,0.1,8.0,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Serie A,Atalanta,18.0
Isak Hien,se SWE,DF,24.0,,9,937.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,0.0,24.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,Serie A,Atalanta,16.0
El Bilal Touré,ml MLI,FW,21.0,,3,394.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.8,2.0,16.0,11.0,39.0,0.46,0.0,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46,Matches,Serie A,Atalanta,11.0
Mitchel Bakker,nl NED,DF,23.0,,3,382.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,12.0,10.0,20.0,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08,Matches,Serie A,Atalanta,14.0
Luis Muriel,co COL,"FW,MF",32.0,,2,409.0,4.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,1.7,3.3,19.0,24.0,57.0,0.44,0.22,0.66,0.44,0.66,0.34,0.38,0.72,0.34,0.72,Matches,Serie A,Atalanta,18.0
Duván Zapata,co COL,FW,32.0,,2,112.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,3.0,13.0,0.8,0.0,0.8,0.8,0.8,0.33,0.1,0.44,0.33,0.44,Matches,Serie A,Atalanta,2.0
Giovanni Bonfanti,it ITA,DF,20.0,,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Serie A,Atalanta,2.0
Nadir Zortea,it ITA,DF,24.0,,0,149.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,10.0,22.0,0.6,0.0,0.6,0.6,0.6,0.05,0.16,0.21,0.05,0.21,Matches,Serie A,Atalanta,5.0
Michel Ndary Adopo,fr FRA,MF,23.0,,0,109.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,3.0,9.0,16.0,0.0,0.83,0.83,0.0,0.83,0.06,0.06,0.11,0.06,0.11,Matches,Serie A,Atalanta,10.0
José Luis Palomino,ar ARG,DF,33.0,,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,4.0
Francesco Rossi,it ITA,GK,32.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,1.0
Leonardo Mendicino,it ITA,MF,17.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,1.0
Moustapha Cissé,gn GUI,FW,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Matteo Colombo,it ITA,MF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Pietro Comi,it ITA,DF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Alessandro Cortinovis,it ITA,MF,22.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Tommaso Del Lungo,it ITA,DF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Siren Diao,es ESP,FW,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Alberto Manzoni,it ITA,MF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Caleb Okoli,it ITA,DF,22.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Marco Palestra,it ITA,DF,18.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Paolo Vismara,it ITA,GK,20.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Atalanta,0.0
Łukasz Skorupski,pl POL,GK,32.0,,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Bologna,32.0
Joshua Zirkzee,nl NED,FW,22.0,,32,2759.0,30.7,11.0,4.0,15.0,9.0,2.0,2.0,8.0,0.0,9.0,7.4,5.2,12.6,53.0,86.0,182.0,0.36,0.13,0.49,0.29,0.42,0.29,0.17,0.46,0.24,0.41,Matches,Serie A,Bologna,34.0
Lewis Ferguson,sct SCO,MF,23.0,,31,2712.0,30.1,6.0,3.0,9.0,6.0,0.0,0.0,8.0,0.0,5.4,5.4,2.3,7.7,57.0,142.0,138.0,0.2,0.1,0.3,0.2,0.3,0.18,0.08,0.26,0.18,0.26,Matches,Serie A,Bologna,31.0
Remo Freuler,ch SUI,MF,31.0,,30,2624.0,29.2,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,1.1,2.3,37.0,165.0,48.0,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08,Matches,Serie A,Bologna,32.0
Sam Beukema,nl NED,DF,24.0,,29,2547.0,28.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.9,1.9,0.8,2.7,14.0,76.0,5.0,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1,Matches,Serie A,Bologna,30.0
Stefan Posch,at AUT,DF,26.0,,29,2409.0,26.8,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,2.1,3.3,44.0,123.0,64.0,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12,Matches,Serie A,Bologna,31.0
Riccardo Calafiori,it ITA,DF,21.0,,26,2349.0,26.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,1.2,2.6,28.0,96.0,23.0,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1,Matches,Serie A,Bologna,30.0
Victor Bernth Kristiansen,dk DEN,DF,20.0,,26,2307.0,25.6,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.4,2.6,23.0,123.0,74.0,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1,Matches,Serie A,Bologna,32.0
Michel Aebischer,ch SUI,MF,26.0,,26,2230.0,24.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,1.5,2.6,26.0,125.0,55.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,Matches,Serie A,Bologna,36.0
Jhon Lucumí,co COL,DF,25.0,,23,2217.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,28.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Serie A,Bologna,29.0
Alexis Saelemaekers,be BEL,"FW,MF",24.0,,21,1887.0,21.0,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,2.8,5.5,65.0,77.0,180.0,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,Matches,Serie A,Bologna,30.0
Dan Ndoye,ch SUI,"FW,MF",22.0,,20,1771.0,19.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,4.9,4.9,1.8,6.6,88.0,36.0,173.0,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34,Matches,Serie A,Bologna,32.0
Riccardo Orsolini,it ITA,"FW,MF",26.0,,19,1792.0,19.9,10.0,2.0,12.0,8.0,2.0,3.0,2.0,0.0,7.4,5.0,4.4,9.4,51.0,71.0,175.0,0.5,0.1,0.6,0.4,0.5,0.37,0.22,0.59,0.25,0.47,Matches,Serie A,Bologna,33.0
Giovanni Fabbian,it ITA,"MF,FW",20.0,,11,1057.0,11.7,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,4.2,4.2,1.9,6.0,11.0,17.0,41.0,0.43,0.17,0.6,0.43,0.6,0.35,0.16,0.51,0.35,0.51,Matches,Serie A,Bologna,27.0
Charalambos Lykogiannis,gr GRE,DF,29.0,,10,904.0,10.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.6,2.9,36.0,35.0,41.0,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29,Matches,Serie A,Bologna,22.0
Nikola Moro,hr CRO,MF,25.0,,10,840.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,21.0,58.0,38.0,0.11,0.0,0.11,0.11,0.11,0.08,0.04,0.12,0.08,0.12,Matches,Serie A,Bologna,23.0
Kacper Urbanski,pl POL,"MF,FW",18.0,,9,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.8,1.9,25.0,31.0,78.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19,Matches,Serie A,Bologna,22.0
Lorenzo De Silvestri,it ITA,DF,35.0,,7,674.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,14.0,27.0,12.0,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03,Matches,Serie A,Bologna,15.0
Federico Ravaglia,it ITA,GK,23.0,,6,535.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Bologna,6.0
Oussama El Azzouzi,ma MAR,MF,22.0,,5,547.0,6.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.0,4.0,19.0,8.0,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17,Matches,Serie A,Bologna,18.0
Jens Odgaard,dk DEN,"FW,MF",24.0,,5,431.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.1,1.5,9.0,9.0,30.0,0.42,0.0,0.42,0.42,0.42,0.31,0.01,0.32,0.31,0.32,Matches,Serie A,Bologna,10.0
Jesper Karlsson,se SWE,FW,25.0,,4,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,13.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,Matches,Serie A,Bologna,7.0
Santiago Castro,ar ARG,FW,18.0,,2,242.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,1.0,1.0,15.0,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55,Matches,Serie A,Bologna,8.0
Sydney van Hooijdonk,nl NED,FW,23.0,,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31,Matches,Serie A,Bologna,9.0
Tommaso Corazza,it ITA,DF,19.0,,1,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,Serie A,Bologna,9.0
